name,type,RA,Dec,Flux_Density,l,b,x,y
1FGL J0305.2-1601,PointSource,46.3031,-16.0282,3.27E-14,,,,
1FGL J0305.0-0601,PointSource,46.2685,-6.0211,3.26E-13,,,,
1FGL J0311.3-0922,PointSource,47.8395,-9.3676,1.47E-12,,,,
1FGL J0315.9-1033,PointSource,48.9996,-10.5514,1.92E-12,,,,
1FGL J0325.9-1649,PointSource,51.478,-16.8174,7.01E-14,,,,
1FGL J0828.9+0901,PointSource,127.2294,9.0172,1.28E-14,,,,
1FGL J0835.4+0936,PointSource,128.8697,9.6017,4.62E-15,,,,
1FGL J0840.8+1310,PointSource,130.2098,13.1766,3.69E-12,,,,
1FGL J0847.2+1134,PointSource,131.8241,11.5708,2.07E-14,,,,
1FGL J0847.4+1517,PointSource,131.8585,15.2836,4.73E-13,,,,
1FGL J1359.1+5539,PointSource,209.7855,55.6642,5.79E-12,,,,
1FGL J1421.0+5421,PointSource,215.2568,54.3562,7.38E-12,,,,
1FGL J1422.2+5757,PointSource,215.5603,57.9628,9.44E-15,,,,
1FGL J1437.0+5640,PointSource,219.2617,56.672,1.65E-14,,,,
1FGL J1853.1+0032c,PointSource,283.2884,0.5366,1.85E-12,,,,
1FGL J1856.1+0122c,PointSource,284.0391,1.3751,1.19E-10,,,,
1FGL J1857.1+0212c,PointSource,284.2782,2.2043,1.29E-11,,,,
1FGL J1857.9+0352c,PointSource,284.4982,3.8788,1.36E-11,,,,
1FGL J1900.3+0420c,PointSource,285.0993,4.3364,6.09E-12,,,,
1FGL J1902.3+0503c,PointSource,285.5864,5.0599,6.53E-12,,,,
1FGL J0217.8+7353,PointSource,34.4511,73.8836,1.77E-11,,,,
1FGL J0243.5+7116,PointSource,40.8906,71.2799,4.08E-13,,,,
1FGL J0308.6+7442,PointSource,47.1551,74.7118,7.50E-13,,,,
1FGL J0334.2+7501,PointSource,53.5671,75.0317,2.16E-12,,,,
1FGL J0203.5+7234,PointSource,30.894,72.5747,9.88E-13,,,,
1FGL J1441.7-1538,PointSource,220.4497,-15.6371,1.04E-11,,,,
1FGL J1503.5-1544,PointSource,225.8945,-15.7428,8.55E-14,,,,
1FGL J1508.2-1306,PointSource,227.0594,-13.1143,5.51E-14,,,,
1FGL J0744.1-2523,PointSource,116.0362,-25.3919,3.11E-12,,,,
1FGL J0747.1-2333,PointSource,116.7858,-23.5607,1.43E-12,,,,
1FGL J0753.6-2718,PointSource,118.4241,-27.3161,1.03E-12,,,,
1FGL J1613.6-5100c,PointSource,243.4196,-51.0012,2.04E-12,,,,
1FGL J1617.5-5105c,PointSource,244.3911,-51.0856,1.92E-13,,,,
1FGL J1620.8-4928c,PointSource,245.2171,-49.4755,5.88E-12,,,,
1FGL J1622.9-5008c,PointSource,245.725,-50.1367,1.57E-12,,,,
1FGL J1626.0-4917c,PointSource,246.5056,-49.2881,1.22E-12,,,,
1FGL J1616.6-5035c,PointSource,244.1555,-50.5862,3.26E-13,,,,
1FGL J1614.7-5138c,PointSource,243.6762,-51.6413,2.50E-12,,,,
1FGL J1619.3-5222,PointSource,244.8431,-52.3788,6.88E-13,,,,
1FGL J1623.7-4943c,PointSource,245.9314,-49.733,3.20E-13,,,,
1FGL J1619.7-5043c,PointSource,244.9389,-50.7315,1.63E-12,,,,
1FGL J1241.6-6240c,PointSource,190.4152,-62.6797,1.64E-11,,,,
1FGL J1256.9-6337c,PointSource,194.2474,-63.6212,1.25E-12,,,,
1FGL J1301.4-6245c,PointSource,195.3579,-62.7609,2.14E-12,,,,
1FGL J1309.9-6229c,PointSource,197.4955,-62.4869,5.07E-13,,,,
1FGL J1315.0-6235c,PointSource,198.7635,-62.5971,9.48E-13,,,,
1FGL J1320.6-6258c,PointSource,200.163,-62.9693,6.47E-13,,,,
1FGL J1317.5-6318c,PointSource,199.3785,-63.3037,1.82E-13,,,,
1FGL J1007.1-2157,PointSource,151.7964,-21.9601,1.64E-12,,,,
1FGL J1027.1-1747,PointSource,156.7789,-17.7951,4.76E-13,,,,
1FGL J1539.0-3328,PointSource,234.763,-33.4684,6.59E-13,,,,
1FGL J1553.5-3116,PointSource,238.3872,-31.2715,6.58E-14,,,,
1FGL J1600.7-3055,PointSource,240.1788,-30.9266,1.34E-13,,,,
1FGL J1921.2+0132,PointSource,290.3149,1.5482,7.69E-12,,,,
1FGL J1928.7-0506,PointSource,292.1776,-5.106,3.69E-11,,,,
1FGL J1956.2-0238,PointSource,299.05,-2.6442,1.74E-12,,,,
1FGL J0113.8+4945,PointSource,18.4593,49.7582,5.43E-13,,,,
1FGL J0106.7+4853,PointSource,16.6813,48.8935,9.47E-13,,,,
1FGL J0103.1+4840,PointSource,15.7971,48.6707,8.48E-13,,,,
1FGL J1542.9-2559,PointSource,235.7475,-25.9851,1.95E-12,,,,
1FGL J1548.7-2250,PointSource,237.1926,-22.8395,2.85E-13,,,,
1FGL J1553.4-2425,PointSource,238.3707,-24.4211,1.09E-12,,,,
1FGL J2207.5+6440,PointSource,331.8791,64.6718,2.01E-11,,,,
1FGL J2229.0+6114,PointSource,337.272,61.2359,6.82E-11,,,,
1FGL J2238.4+5903,PointSource,339.6163,59.0617,1.39E-11,,,,
1FGL J2158.7+6547,PointSource,329.6787,65.793,2.06E-12,,,,
1FGL J2214.5+5949,PointSource,333.6447,59.8285,3.11E-12,,,,
1FGL J2250.8+6336,PointSource,342.7202,63.6151,5.85E-12,,,,
1FGL J0956.5+6938,PointSource,149.127,69.6391,2.42E-12,,,,
1FGL J1000.1+6539,PointSource,150.0306,65.6549,3.44E-12,,,,
1FGL J0416.8+0107,PointSource,64.2069,1.1244,9.10E-14,,,,
1FGL J0422.1+0211,PointSource,65.5265,2.1987,2.31E-12,,,,
1FGL J0424.8+0036,PointSource,66.2059,0.6053,1.20E-12,,,,
1FGL J0427.5+0515,PointSource,66.878,5.2646,1.73E-11,,,,
1FGL J0407.5+0749,PointSource,61.8847,7.8241,1.09E-12,,,,
1FGL J0048.0-8412,PointSource,12.0227,-84.2094,6.53E-12,,,,
1FGL J1927.3-7932c,PointSource,291.8422,-79.5408,1.32E-11,,,,
1FGL J2201.6-8327,PointSource,330.4063,-83.4563,2.09E-11,,,,
1FGL J2152.4-7532,PointSource,328.1009,-75.5361,6.91E-12,,,,
1FGL J2227.4-7804,PointSource,336.8645,-78.0712,4.14E-12,,,,
1FGL J2259.9-8255,PointSource,344.9996,-82.9316,2.58E-13,,,,
1FGL J0541.9-0204c,PointSource,85.4882,-2.0752,1.97E-12,,,,
1FGL J0547.0+0020c,PointSource,86.7695,0.3365,1.10E-11,,,,
1FGL J0551.6+0449c,PointSource,87.9237,4.8251,1.26E-11,,,,
1FGL J2247.3+0000,PointSource,341.8272,0.0028,5.62E-13,,,,
1FGL J2310.9+0204,PointSource,347.7481,2.0821,1.24E-12,,,,
1FGL J0905.1-5736,PointSource,136.2859,-57.607,2.06E-12,,,,
1FGL J0933.9-6228,PointSource,143.4757,-62.4752,7.81E-13,,,,
1FGL J0849.0-6754,PointSource,132.2529,-67.904,1.89E-11,,,,
1FGL J0205.0-1702,PointSource,31.2608,-17.0387,1.22E-11,,,,
1FGL J0222.1-1618,PointSource,35.5369,-16.3147,7.92E-12,,,,
1FGL J0223.0-1118,PointSource,35.7659,-11.3015,1.44E-14,,,,
1FGL J1306.4-6038,PointSource,196.6195,-60.638,1.60E-12,,,,
1FGL J1256.1-5922,PointSource,194.0488,-59.3778,2.76E-13,,,,
1FGL J0902.5-4731c,PointSource,135.6371,-47.5302,7.59E-12,,,,
1FGL J0906.3-4855c,PointSource,136.5888,-48.9274,1.25E-11,,,,
1FGL J0910.4-5055,PointSource,137.6083,-50.9214,8.11E-13,,,,
1FGL J0854.0-4632,PointSource,133.5035,-46.5422,9.19E-13,,,,
1FGL J2216.1+5139,PointSource,334.0292,51.6597,1.65E-12,,,,
1FGL J1807.0-0906,PointSource,271.7673,-9.1037,1.80E-11,,,,
1FGL J1816.2-0942,PointSource,274.0747,-9.7135,4.99E-11,,,,
1FGL J1813.3-1246,PointSource,273.349,-12.7673,1.88E-10,,,,
1FGL J0648.8+1516,PointSource,102.2072,15.2729,1.93E-13,,,,
1FGL J0633.9+1746,PointSource,98.4756,17.7703,1.26E-09,,,,
1FGL J0003.1+6227,PointSource,0.7982,62.4588,8.61E-12,,,,
1FGL J0000.8+6600c,PointSource,0.2091,66.0019,1.96E-11,,,,
1FGL J1806.2+0609,PointSource,271.5703,6.1565,6.14E-13,,,,
1FGL J1811.3+0340,PointSource,272.8466,3.6685,7.56E-14,,,,
1FGL J1804.1+0336,PointSource,271.0489,3.6132,1.67E-12,,,,
1FGL J1106.5+2809,PointSource,166.6405,28.166,2.55E-12,,,,
1FGL J1123.9+2339,PointSource,170.9969,23.6629,1.97E-12,,,,
1FGL J1514.7+4447,PointSource,228.682,44.7835,2.33E-12,,,,
1FGL J1519.7+4216,PointSource,229.9337,42.2755,1.78E-12,,,,
1FGL J1527.6+4152,PointSource,231.916,41.8673,3.23E-14,,,,
1FGL J1553.9+4952,PointSource,238.4886,49.8724,5.07E-14,,,,
1FGL J1616.1+4637,PointSource,244.0298,46.6264,7.99E-12,,,,
1FGL J1902.3-6802,PointSource,285.5952,-68.0394,2.10E-11,,,,
1FGL J1901.6-7051,PointSource,285.4221,-70.8585,4.62E-13,,,,
1FGL J1833.2-6502,PointSource,278.3153,-65.0428,1.01E-13,,,,
1FGL J0058.4-3235,PointSource,14.601,-32.5844,1.47E-12,,,,
1FGL J2334.7+1429,PointSource,353.6986,14.4936,1.14E-13,,,,
1FGL J2339.0+2123,PointSource,354.7733,21.3894,1.97E-14,,,,
1FGL J2352.1+1752,PointSource,358.0261,17.869,3.41E-13,,,,
1FGL J2321.4+1738,PointSource,350.359,17.6465,2.04E-14,,,,
1FGL J1626.2-2956,PointSource,246.5663,-29.941,4.91E-12,,,,
1FGL J1627.8-3204,PointSource,246.9507,-32.0763,9.53E-13,,,,
1FGL J1620.9-2731,PointSource,245.2306,-27.5274,2.36E-12,,,,
1FGL J1133.1+0033,PointSource,173.2792,0.563,1.96E-12,,,,
1FGL J1142.7+0127,PointSource,175.6753,1.4513,5.45E-13,,,,
1FGL J1154.0-0008,PointSource,178.5115,-0.147,1.96E-14,,,,
1FGL J1159.8+0200,PointSource,179.9703,2.0109,1.38E-12,,,,
1FGL J0919.6+6216,PointSource,139.9006,62.2821,6.98E-12,,,,
1FGL J0941.2+6149,PointSource,145.3069,61.8298,3.73E-13,,,,
1FGL J0614.1-3328,PointSource,93.5455,-33.4786,1.48E-11,,,,
1FGL J0627.3-3530,PointSource,96.8309,-35.5042,1.28E-13,,,,
1FGL J2014.5-0047,PointSource,303.6401,-0.7858,1.31E-14,,,,
1FGL J2015.3-0129,PointSource,303.8326,-1.4937,1.04E-12,,,,
1FGL J2055.5-0023,PointSource,313.8882,-0.3926,1.20E-14,,,,
1FGL J0008.9+0635,PointSource,2.2327,6.5865,4.69E-13,,,,
1FGL J0011.1+0050,PointSource,2.7862,0.8412,3.17E-12,,,,
1FGL J2357.2+0445,PointSource,359.3208,4.76,1.45E-11,,,,
1FGL J2347.3+0710,PointSource,356.8329,7.1739,1.13E-14,,,,
1FGL J2207.1-0021,PointSource,331.7972,-0.3621,4.11E-12,,,,
1FGL J2223.3+0103,PointSource,335.8287,1.0642,9.65E-14,,,,
1FGL J0946.6+1012,PointSource,146.6722,10.2075,4.69E-12,,,,
1FGL J1406.2-2510,PointSource,211.5682,-25.1701,2.50E-13,,,,
1FGL J1407.9-2928,PointSource,211.9829,-29.4749,2.04E-12,,,,
1FGL J0259.5+0743,PointSource,44.893,7.7202,4.71E-12,,,,
1FGL J2103.9-6237,PointSource,315.9774,-62.6259,6.39E-13,,,,
1FGL J2140.8-6743,PointSource,325.2025,-67.7293,2.29E-11,,,,
1FGL J2134.3-6429,PointSource,323.5764,-64.4969,2.88E-12,,,,
1FGL J2108.6-6646,PointSource,317.1511,-66.7763,3.96E-13,,,,
1FGL J1544.0-0252,PointSource,236.0054,-2.8686,5.87E-12,,,,
1FGL J1544.5-1127,PointSource,236.1416,-11.4571,3.95E-12,,,,
1FGL J1549.7-0659,PointSource,237.4332,-6.9937,9.00E-13,,,,
1FGL J1553.6-0300c,PointSource,238.4224,-3.0149,3.46E-13,,,,
1FGL J0401.3-3152,PointSource,60.3329,-31.8712,1.40E-12,,,,
1FGL J0348.5-2751,PointSource,57.1317,-27.8534,5.88E-13,,,,
1FGL J0403.9-3603,PointSource,60.9774,-36.0636,3.57E-11,,,,
1FGL J0001.9-4158,PointSource,0.4825,-41.9816,1.23E-13,,,,
1FGL J0029.9-4221,PointSource,7.4976,-42.3571,1.45E-12,,,,
1FGL J0110.0-4023,PointSource,17.525,-40.3887,6.87E-15,,,,
1FGL J0013.1-3952,PointSource,3.2984,-39.8833,1.99E-13,,,,
1FGL J2008.6-0419,PointSource,302.1562,-4.3312,1.34E-12,,,,
1FGL J2016.2-0903,PointSource,304.0725,-9.0522,1.33E-12,,,,
1FGL J2023.7-1141,PointSource,305.9361,-11.6894,8.64E-13,,,,
1FGL J2025.6-0735,PointSource,306.4174,-7.5986,6.34E-11,,,,
1FGL J2030.3-0617,PointSource,307.5917,-6.2998,2.60E-12,,,,
1FGL J2039.0-1047,PointSource,309.769,-10.7907,1.42E-12,,,,
1FGL J1641.0+1143,PointSource,250.2518,11.7254,1.28E-12,,,,
1FGL J1347.8-3751,PointSource,206.9669,-37.8551,1.08E-11,,,,
1FGL J1400.1-3743,PointSource,210.0351,-37.7178,1.42E-13,,,,
1FGL J1320.1-4007,PointSource,200.0433,-40.1268,3.75E-12,,,,
1FGL J1333.4-4036,PointSource,203.3569,-40.6042,1.40E-11,,,,
1FGL J1632.7-2431c,PointSource,248.1927,-24.5205,2.23E-12,,,,
1FGL J1645.0-2155c,PointSource,251.2545,-21.9321,4.22E-12,,,,
1FGL J1151.6+5857,PointSource,177.9077,58.9607,1.42E-13,,,,
1FGL J1152.1+6027,PointSource,178.0384,60.4603,1.14E-11,,,,
1FGL J1202.9+6032,PointSource,180.7468,60.5359,3.25E-13,,,,
1FGL J1209.3+5444,PointSource,182.3263,54.7417,1.49E-11,,,,
1FGL J0724.7-2223c,PointSource,111.1818,-22.3834,4.18E-12,,,,
1FGL J0731.2-1910c,PointSource,112.817,-19.1688,4.76E-12,,,,
1FGL J0734.7-1557,PointSource,113.6837,-15.9557,1.21E-11,,,,
1FGL J0731.9-1517,PointSource,112.9826,-15.2879,1.30E-13,,,,
1FGL J1104.4+0734,PointSource,166.112,7.5807,1.07E-12,,,,
1FGL J1112.3+0458,PointSource,168.0941,4.9679,3.95E-13,,,,
1FGL J1120.4+0710,PointSource,170.122,7.1724,2.52E-13,,,,
1FGL J0211.2+1049,PointSource,32.8083,10.8315,3.39E-12,,,,
1FGL J0217.2+0834,PointSource,34.3237,8.5789,7.00E-13,,,,
1FGL J0226.3+0937,PointSource,36.5917,9.6257,2.22E-13,,,,
1FGL J1351.0+3035,PointSource,207.7515,30.5862,1.07E-12,,,,
1FGL J0332.0+6310,PointSource,53.0229,63.1736,2.49E-13,,,,
1FGL J0402.2+6810,PointSource,60.5721,68.1776,2.96E-15,,,,
1FGL J0334.3+6536,PointSource,53.597,65.6027,1.44E-13,,,,
1FGL J2134.5-2130,PointSource,323.6397,-21.5059,1.63E-13,,,,
1FGL J1548.6+1451,PointSource,237.1524,14.8541,7.54E-13,,,,
1FGL J1551.7+0851,PointSource,237.9466,8.8544,4.08E-13,,,,
1FGL J1553.4+1255,PointSource,238.3628,12.9273,1.98E-11,,,,
1FGL J1555.7+1111,PointSource,238.9383,11.1921,2.42E-12,,,,
1FGL J1607.1+1552,PointSource,241.7924,15.8712,3.55E-12,,,,
1FGL J1609.0+1031,PointSource,242.2538,10.5267,1.88E-11,,,,
1FGL J1835.3+1345,PointSource,278.8407,13.7655,4.77E-13,,,,
1FGL J1844.1+1547,PointSource,281.0352,15.793,1.09E-12,,,,
1FGL J1722.4-0421,PointSource,260.6052,-4.3547,1.07E-12,,,,
1FGL J1725.2-0509,PointSource,261.3053,-5.1541,1.71E-13,,,,
1FGL J1730.4+0008,PointSource,262.6188,0.1403,7.04E-13,,,,
1FGL J1730.7-0352,PointSource,262.6799,-3.8722,1.18E-12,,,,
1FGL J1709.1-0343,PointSource,257.2917,-3.729,4.59E-12,,,,
1FGL J1630.3-1042,PointSource,247.5836,-10.711,1.02E-12,,,,
1FGL J1624.7-0642,PointSource,246.1906,-6.7114,5.96E-14,,,,
1FGL J0426.5+5437,PointSource,66.647,54.631,1.51E-11,,,,
1FGL J0427.9+5556,PointSource,66.9826,55.947,1.23E-14,,,,
1FGL J0500.1+5237,PointSource,75.0479,52.6302,1.13E-14,,,,
1FGL J2117.8+0016,PointSource,319.4709,0.2755,1.19E-13,,,,
1FGL J2129.8-0427,PointSource,322.4631,-4.4597,1.41E-12,,,,
1FGL J2108.5-0249,PointSource,317.1346,-2.8244,4.72E-14,,,,
1FGL J2134.0-0203,PointSource,323.5078,-2.0564,1.61E-12,,,,
1FGL J2040.9-3701,PointSource,310.2422,-37.0297,1.48E-12,,,,
1FGL J2054.0-3307,PointSource,313.5049,-33.1191,2.98E-12,,,,
1FGL J2037.0-3329,PointSource,309.2749,-33.4856,1.55E-13,,,,
1FGL J2058.8-3903,PointSource,314.7242,-39.0594,1.71E-14,,,,
1FGL J1147.7-0722,PointSource,176.9433,-7.368,5.97E-12,,,,
1FGL J1152.2-0836,PointSource,178.0554,-8.6152,3.45E-13,,,,
1FGL J1156.7-0751,PointSource,179.1962,-7.8544,5.91E-13,,,,
1FGL J1204.3-0714,PointSource,181.0793,-7.2407,1.66E-12,,,,
1FGL J1234.0-5736,PointSource,188.5051,-57.6128,2.50E-13,,,,
1FGL J1300.7-5547,PointSource,195.1923,-55.7989,2.25E-11,,,,
1FGL J0456.4-3132,PointSource,74.1118,-31.5399,2.94E-12,,,,
1FGL J0522.8-3632,PointSource,80.702,-36.539,4.18E-11,,,,
1FGL J0523.5-2529,PointSource,80.8879,-25.498,3.80E-12,,,,
1FGL J0536.2-3348,PointSource,84.0605,-33.8027,1.26E-11,,,,
1FGL J0539.1-2847,PointSource,84.7899,-28.7923,8.26E-12,,,,
1FGL J0442.7-0019,PointSource,70.6894,-0.3191,4.81E-11,,,,
1FGL J0501.0-0200,PointSource,75.274,-2.0024,5.29E-12,,,,
1FGL J0505.8-0416,PointSource,76.4614,-4.2675,1.65E-12,,,,
1FGL J0521.6+0103,PointSource,80.4227,1.0514,1.08E-13,,,,
1FGL J1226.7-1332,PointSource,186.6988,-13.5482,1.50E-13,,,,
1FGL J1231.1-1410,PointSource,187.7974,-14.1747,1.92E-11,,,,
1FGL J1258.4-1802,PointSource,194.6109,-18.0464,9.40E-12,,,,
1FGL J1747.0+0221c,PointSource,266.7622,2.3576,5.82E-12,,,,
1FGL J1749.5-0301,PointSource,267.3914,-3.0205,1.70E-12,,,,
1FGL J1744.6-0354,PointSource,266.1519,-3.9137,1.30E-13,,,,
1FGL J0742.2+5443,PointSource,115.5617,54.7323,7.27E-12,,,,
1FGL J0752.8+5353,PointSource,118.2025,53.894,2.09E-13,,,,
1FGL J0809.5+5219,PointSource,122.3856,52.3178,1.16E-12,,,,
1FGL J0816.7+5739,PointSource,124.186,57.6609,1.25E-13,,,,
1FGL J0825.0+5555,PointSource,126.265,55.9295,2.61E-11,,,,
1FGL J2038.1+6552,PointSource,309.5338,65.8832,2.77E-12,,,,
1FGL J2105.9+6917,PointSource,316.4819,69.2967,1.01E-11,,,,
1FGL J0520.2+2632,PointSource,80.0603,26.5429,1.10E-11,,,,
1FGL J0500.8+3437,PointSource,75.2165,34.6169,1.35E-13,,,,
1FGL J0524.1+2842,PointSource,81.0317,28.7007,9.68E-13,,,,
1FGL J2237.2-3919,PointSource,339.3148,-39.3264,1.23E-12,,,,
1FGL J2257.9-3643,PointSource,344.4969,-36.7177,2.40E-13,,,,
1FGL J0737.4-3239,PointSource,114.3545,-32.6624,2.93E-12,,,,
1FGL J0747.4-3303,PointSource,116.8541,-33.0545,9.04E-12,,,,
1FGL J0742.8-2822,PointSource,115.704,-28.379,2.01E-12,,,,
1FGL J0724.1-3522,PointSource,111.0388,-35.3693,2.16E-12,,,,
1FGL J0743.0-3110,PointSource,115.7547,-31.1813,7.58E-14,,,,
1FGL J0553.9+3105,PointSource,88.4884,31.0839,2.06E-12,,,,
1FGL J0623.5+3330,PointSource,95.8931,33.5062,1.84E-13,,,,
1FGL J0528.4+3838,PointSource,82.1054,38.639,3.29E-12,,,,
1FGL J0541.1+3542c,PointSource,85.2805,35.7091,3.62E-12,,,,
1FGL J0600.9+3838,PointSource,90.2383,38.6468,2.05E-13,,,,
1FGL J2022.5-4532,PointSource,305.6408,-45.5347,3.37E-12,,,,
1FGL J2056.3-4714,PointSource,314.0851,-47.2384,5.45E-11,,,,
1FGL J2034.6-4202,PointSource,308.6627,-42.0426,7.61E-14,,,,
1FGL J1946.1-3118,PointSource,296.5487,-31.3061,4.03E-13,,,,
1FGL J1958.4-3013,PointSource,299.6194,-30.2267,1.12E-12,,,,
1FGL J2015.8-3251,PointSource,303.9683,-32.854,1.18E-11,,,,
1FGL J2011.4-2903,PointSource,302.8532,-29.0585,2.35E-14,,,,
1FGL J0945.6+5754,PointSource,146.4135,57.9148,6.57E-13,,,,
1FGL J0957.7+5523,PointSource,149.4315,55.3922,1.47E-11,,,,
1FGL J1015.1+4927,PointSource,153.7885,49.4526,5.86E-12,,,,
1FGL J0115.5-1132,PointSource,18.8754,-11.5486,2.68E-12,,,,
1FGL J0124.6-0616,PointSource,21.1539,-6.2828,7.85E-13,,,,
1FGL J0141.7-0929,PointSource,25.4262,-9.4876,8.87E-13,,,,
1FGL J0004.3+2207,PointSource,1.0808,22.1234,7.30E-13,,,,
1FGL J0018.6+2945,PointSource,4.6523,29.7617,9.26E-15,,,,
1FGL J0019.3+2017,PointSource,4.8293,20.2945,1.57E-12,,,,
1FGL J1117.1+2013,PointSource,169.2993,20.2222,3.45E-13,,,,
1FGL J1141.8+1549,PointSource,175.4709,15.8207,2.31E-13,,,,
1FGL J0412.2+2103,PointSource,63.054,21.0599,6.01E-12,,,,
1FGL J0427.3+2028,PointSource,66.8419,20.4778,5.29E-15,,,,
1FGL J0503.2+4526,PointSource,75.8123,45.4456,1.97E-12,,,,
1FGL J0513.0+4048,PointSource,78.2575,40.8102,1.38E-14,,,,
1FGL J1932.1+1914c,PointSource,293.0423,19.2425,1.80E-11,,,,
1FGL J1934.9+2031c,PointSource,293.7412,20.5241,3.55E-12,,,,
1FGL J1938.2+2125c,PointSource,294.5656,21.4173,1.27E-12,,,,
1FGL J1940.1+2209c,PointSource,295.0282,22.1654,1.16E-12,,,,
1FGL J1943.4+2340c,PointSource,295.8667,23.6815,1.00E-12,,,,
1FGL J1948.6+2437,PointSource,297.153,24.629,4.16E-13,,,,
1FGL J1218.4-0128,PointSource,184.6189,-1.4708,1.09E-12,,,,
1FGL J1219.8-0309,PointSource,184.9527,-3.1637,8.19E-14,,,,
1FGL J1221.4-0635,PointSource,185.3577,-6.5865,7.10E-12,,,,
1FGL J0908.7-2119,PointSource,137.1931,-21.3234,2.34E-13,,,,
1FGL J0147.4+1547,PointSource,26.8564,15.7922,2.01E-14,,,,
1FGL J0204.5+1516,PointSource,31.1342,15.2822,1.94E-12,,,,
1FGL J1922.9+1411c,PointSource,290.7448,14.1898,7.54E-11,,,,
1FGL J1926.5+1647c,PointSource,291.6395,16.795,1.40E-13,,,,
1FGL J1926.1+1601c,PointSource,291.549,16.0228,3.10E-12,,,,
1FGL J1929.0+1741c,PointSource,292.2646,17.6981,2.15E-12,,,,
1FGL J1925.0+1720c,PointSource,291.2748,17.3485,6.15E-13,,,,
1FGL J1930.8+1653c,PointSource,292.7126,16.8862,1.04E-12,,,,
1FGL J0409.9-0357,PointSource,62.4783,-3.9565,4.35E-13,,,,
1FGL J0422.0-0647,PointSource,65.5074,-6.7857,1.44E-12,,,,
1FGL J0423.2-0118,PointSource,65.8001,-1.3088,2.97E-11,,,,
1FGL J0439.6-0538,PointSource,69.9093,-5.6476,4.07E-15,,,,
1FGL J2107.5+5202c,PointSource,316.894,52.0482,1.16E-11,,,,
1FGL J2108.2+5246c,PointSource,317.0704,52.7689,3.13E-14,,,,
1FGL J1702.7-6217,PointSource,255.6939,-62.2931,7.08E-12,,,,
1FGL J2203.5+1726,PointSource,330.8824,17.4387,2.22E-11,,,,
1FGL J2212.1+2358,PointSource,333.0308,23.97,3.25E-13,,,,
1FGL J2217.1+2423,PointSource,334.2866,24.3864,8.76E-12,,,,
1FGL J2219.3+1804,PointSource,334.8327,18.0729,2.58E-12,,,,
1FGL J1301.8+0837,PointSource,195.4591,8.6246,1.46E-12,,,,
1FGL J1309.2+1156,PointSource,197.3121,11.9426,6.60E-13,,,,
1FGL J1322.1+0838,PointSource,200.5444,8.6469,2.73E-13,,,,
1FGL J1251.3+1044,PointSource,192.8441,10.7422,6.53E-14,,,,
1FGL J1353.6-6640,PointSource,208.4158,-66.6758,7.17E-13,,,,
1FGL J1441.8-6404,PointSource,220.4524,-64.0768,1.98E-13,,,,
1FGL J1922.0-1608,PointSource,290.5021,-16.1372,4.41E-14,,,,
1FGL J1925.1-1018,PointSource,291.2786,-10.3153,9.89E-13,,,,
1FGL J1921.1-1234,PointSource,290.2803,-12.5761,9.50E-14,,,,
1FGL J0205.3+3217,PointSource,31.3387,32.2855,1.09E-11,,,,
1FGL J0208.6+3522,PointSource,32.1698,35.3807,2.40E-14,,,,
1FGL J0221.0+3555,PointSource,35.2708,35.9308,2.90E-11,,,,
1FGL J0203.5+3044,PointSource,30.885,30.7489,3.09E-12,,,,
1FGL J2043.7+2740,PointSource,310.9312,27.6822,5.93E-12,,,,
1FGL J0538.6+2717,PointSource,84.669,27.2971,1.08E-12,,,,
1FGL J0549.9+2654c,PointSource,87.4774,26.9012,1.43E-11,,,,
1FGL J1033.5-5033,PointSource,158.3898,-50.5502,2.63E-14,,,,
1FGL J0517.6-1737,PointSource,79.4074,-17.6331,1.97E-12,,,,
1FGL J0702.2-1954,PointSource,105.5598,-19.9009,1.72E-13,,,,
1FGL J0651.1-3022,PointSource,102.7801,-30.3712,6.42E-13,,,,
1FGL J1656.9-1033,PointSource,254.2473,-10.5509,2.33E-13,,,,
1FGL J1647.9-1119,PointSource,251.9836,-11.3279,7.72E-13,,,,
1FGL J1708.4-0755,PointSource,257.1064,-7.918,7.66E-12,,,,
1FGL J0021.7-2556,PointSource,5.4441,-25.9433,2.91E-13,,,,
1FGL J2359.0-3035,PointSource,359.7537,-30.5853,3.70E-13,,,,
1FGL J2350.1-3005,PointSource,357.5305,-30.0885,8.95E-13,,,,
1FGL J1119.5-3044,PointSource,169.8914,-30.7493,7.76E-15,,,,
1FGL J1123.6-2528,PointSource,170.9059,-25.4742,5.44E-13,,,,
1FGL J1103.9-5355,PointSource,165.9826,-53.933,3.12E-12,,,,
1FGL J1110.4-4518,PointSource,167.613,-45.3153,1.92E-12,,,,
1FGL J1117.0-5339,PointSource,169.2715,-53.6542,1.06E-13,,,,
1FGL J1123.6-4555,PointSource,170.9167,-45.9209,1.43E-12,,,,
1FGL J1057.9-5226,PointSource,164.4952,-52.449,8.54E-11,,,,
1FGL J1340.6+4406,PointSource,205.1736,44.115,2.68E-14,,,,
1FGL J1309.5+4304,PointSource,197.3935,43.0669,8.06E-13,,,,
1FGL J1345.4+4453,PointSource,206.374,44.8965,9.77E-12,,,,
1FGL J1341.3+3951,PointSource,205.3328,39.8543,9.14E-13,,,,
1FGL J1436.9+2314,PointSource,219.2365,23.2499,1.87E-13,,,,
